customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-03988,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.46,539.74,Yes
CUS-03989,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,One year,No,Electronic check,32.76,317.15,Yes
CUS-03990,Female,0,No,No,38,No,Yes,DSL,No internet service,No,No,Two year,No,Electronic check,75.58,2811.76,No
CUS-03991,Male,1,Yes,No,12,Yes,Yes,DSL,No,No internet service,No internet service,One year,Yes,Credit card (automatic),53.86,654.22,No
CUS-03992,Female,0,No,No,46,Yes,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),76.56,3360.14,No
CUS-03993,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.74,4337.15,Yes
CUS-03994,Female,0,Yes,No,63,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.34,2221.32,No
CUS-03995,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,33.3,2386.73,Yes
CUS-03996,Female,0,No,No,43,Yes,No,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),53.68,2397.73,No
CUS-03997,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No internet service,Yes,One year,No,Credit card (automatic),82.23,4791.93,No
CUS-03998,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,Month-to-month,No,Electronic check,85.38,2500.33,No
CUS-03999,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,No internet service,One year,Yes,Mailed check,78.88,855.55,Yes
CUS-04000,Female,0,Yes,No,35,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),102.95,3441.23,No
CUS-04001,Male,1,Yes,No,23,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,91.49,2031.34,No
CUS-04002,Male,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Electronic check,68.47,1366.74,Yes
CUS-04003,Male,0,Yes,No,37,No,No,Fiber optic,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),66.25,2569.95,No
CUS-04004,Female,0,Yes,Yes,28,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,97.77,2778.55,Yes
CUS-04005,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),106.4,5944.48,Yes
CUS-04006,Female,1,No,Yes,53,No,Yes,No,No,No,Yes,One year,No,Mailed check,102.91,5581.63,No
CUS-04007,Female,0,No,Yes,28,No,No,Fiber optic,Yes,No,No,Two year,No,Credit card (automatic),67.63,1914.91,No
CUS-04008,Female,0,No,Yes,42,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),75.92,3095.26,No
CUS-04009,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Electronic check,96.63,5890.37,No
CUS-04010,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Mailed check,75.94,2533.74,No
CUS-04011,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,One year,Yes,Credit card (automatic),40.49,2196.2,Yes
CUS-04012,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,Yes,Yes,One year,No,Mailed check,106.68,4128.19,Yes
CUS-04013,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,67.34,3036.71,No
CUS-04014,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,One year,Yes,Bank transfer (automatic),116.21,4027.11,No
CUS-04015,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.32,2126.17,Yes
CUS-04016,Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),56.69,552.74,No
CUS-04017,Male,0,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,Yes,Two year,No,Mailed check,39.33,871.14,No
CUS-04018,Male,0,No,No,5,Yes,No,DSL,No,Yes,Yes,One year,Yes,Electronic check,52.49,259.48,No
CUS-04019,Female,1,No,No,6,Yes,No,Fiber optic,No internet service,No,No,One year,No,Credit card (automatic),40.06,232.39,No
CUS-04020,Female,0,No,Yes,42,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110.16,4628.74,Yes
CUS-04021,Male,0,Yes,No,47,Yes,No,DSL,No internet service,No,No internet service,Two year,No,Credit card (automatic),78.05,3754.07,No
CUS-04022,Female,0,Yes,No,28,Yes,No,DSL,Yes,No internet service,No,Two year,Yes,Mailed check,100.02,2872.14,No
CUS-04023,Female,1,No,No,13,Yes,Yes,DSL,No internet service,Yes,Yes,Two year,Yes,Mailed check,38.83,494.85,No
CUS-04024,Female,0,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,No,Month-to-month,No,Mailed check,24.21,616.76,Yes
CUS-04025,Male,0,No,No,7,Yes,No,Fiber optic,No internet service,Yes,Yes,Two year,No,Electronic check,59.89,438.74,No
CUS-04026,Male,1,No,No,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Electronic check,111.62,7004.04,Yes
CUS-04027,Male,0,No,No,58,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),29.31,1724.86,No
CUS-04028,Female,0,No,No,66,No,No,DSL,No,No internet service,No,Two year,Yes,Electronic check,96.86,6392.5,No
CUS-04029,Female,0,No,Yes,36,No,No phone service,No,No internet service,No,No,Month-to-month,Yes,Mailed check,23.92,852.01,No
CUS-04030,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),34.52,67.03,Yes
CUS-04031,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Electronic check,90.99,3327.62,Yes
CUS-04032,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,39.1,570.44,No
CUS-04033,Female,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),20.2,519.79,Yes
CUS-04034,Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.94,597.3,Yes
CUS-04035,Male,0,Yes,Yes,12,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,91.28,1063.03,No
CUS-04036,Female,0,Yes,No,43,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,71.22,2954.44,No
CUS-04037,Female,0,No,No,57,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),72.72,4083.94,No
CUS-04038,Female,0,Yes,No,48,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.04,2781.81,No
CUS-04039,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No internet service,No internet service,No,Two year,Yes,Electronic check,32.58,1979.78,No
CUS-04040,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,39.55,1739.01,Yes
CUS-04041,Female,0,No,No,52,Yes,No,No,No,No,No,Two year,No,Electronic check,36.51,1899.35,No
CUS-04042,Male,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,Two year,No,Mailed check,88.72,5298.17,No
CUS-04043,Female,0,No,No,2,No,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,102.71,198.66,No
CUS-04044,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Credit card (automatic),41.75,2912.13,No
CUS-04045,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,35.25,1046.94,No
CUS-04046,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),43.17,1472.09,No
CUS-04047,Female,0,No,No,5,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),111.88,536.89,Yes
CUS-04048,Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),39.36,2220.86,No
CUS-04049,Female,1,Yes,Yes,11,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,87.0,970.14,Yes
CUS-04050,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Mailed check,29.67,711.78,No
CUS-04051,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,Two year,No,Electronic check,84.03,3643.22,No
CUS-04052,Male,0,No,Yes,27,Yes,Yes,DSL,No internet service,No,Yes,Two year,No,Mailed check,42.45,1139.17,No
CUS-04053,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),101.72,5580.74,Yes
CUS-04054,Female,0,No,No,59,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),20.32,1196.49,No
CUS-04055,Male,1,Yes,No,40,Yes,No,DSL,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),68.03,2704.38,No
CUS-04056,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,Two year,No,Electronic check,84.33,1529.72,No
CUS-04057,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,One year,No,Electronic check,92.35,4494.49,Yes
CUS-04058,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Two year,No,Bank transfer (automatic),108.04,6807.3,No
CUS-04059,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.59,1767.02,Yes
CUS-04060,Female,0,Yes,Yes,36,Yes,No,DSL,No internet service,No,Yes,Two year,No,Electronic check,30.86,1119.01,Yes
CUS-04061,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),90.35,3541.14,Yes
CUS-04062,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Two year,Yes,Mailed check,70.8,3812.27,Yes
CUS-04063,Male,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Two year,Yes,Credit card (automatic),27.96,1110.26,No
CUS-04064,Male,0,No,Yes,69,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,32.04,2146.73,No
CUS-04065,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,100.84,2738.45,Yes
CUS-04066,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No internet service,Two year,Yes,Electronic check,74.55,1494.25,No
CUS-04067,Male,0,No,Yes,62,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),33.78,2066.77,Yes
CUS-04068,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),96.85,2315.02,No
CUS-04069,Female,1,Yes,Yes,21,Yes,No,DSL,No internet service,No,No,Two year,No,Mailed check,76.65,1642.54,No
CUS-04070,Male,0,No,Yes,16,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,34.74,559.66,Yes
CUS-04071,Male,1,Yes,No,62,Yes,No,DSL,Yes,No,No internet service,Month-to-month,Yes,Electronic check,62.98,4029.16,No
CUS-04072,Male,1,No,No,65,Yes,Yes,DSL,No,No,No,One year,No,Mailed check,110.89,7449.73,Yes
CUS-04073,Male,1,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.15,470.11,Yes
CUS-04074,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No internet service,Two year,Yes,Electronic check,56.68,2557.83,No
CUS-04075,Male,0,No,No,64,Yes,No phone service,Fiber optic,Yes,No,No,One year,Yes,Credit card (automatic),18.53,1231.05,No
CUS-04076,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.6,1639.61,Yes
CUS-04077,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),36.08,1535.63,No
CUS-04078,Female,0,Yes,Yes,15,Yes,No phone service,DSL,No,No,Yes,Month-to-month,No,Mailed check,55.77,841.51,No
CUS-04079,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,106.25,6924.75,No
CUS-04080,Male,0,No,Yes,51,Yes,No,DSL,No,No,No internet service,One year,No,Electronic check,36.0,1782.94,No
CUS-04081,Female,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No,Two year,Yes,Mailed check,22.97,1283.49,No
CUS-04082,Male,1,No,Yes,68,Yes,No phone service,Fiber optic,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.13,2099.34,Yes
CUS-04083,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No internet service,One year,No,Electronic check,62.62,2627.03,No
CUS-04084,Male,1,Yes,No,46,No,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,24.75,1142.91,No
CUS-04085,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),73.65,1839.95,Yes
CUS-04086,Male,1,No,No,67,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),45.39,2955.34,Yes
CUS-04087,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No internet service,One year,No,Credit card (automatic),55.49,2022.96,No
CUS-04088,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,33.61,752.67,No
CUS-04089,Female,0,No,No,9,Yes,No,DSL,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,92.57,845.72,Yes
CUS-04090,Female,1,No,No,24,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,56.14,1392.72,Yes
CUS-04091,Male,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,29.51,690.72,No
CUS-04092,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,54.15,3177.99,No
CUS-04093,Male,0,No,No,37,Yes,No,DSL,No,No internet service,No,Month-to-month,No,Electronic check,116.35,4235.85,No
CUS-04094,Female,0,No,Yes,45,Yes,No,Fiber optic,No,No internet service,Yes,Two year,No,Mailed check,89.4,3972.15,No
CUS-04095,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Electronic check,104.93,1601.05,No
CUS-04096,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,107.2,6235.76,Yes
CUS-04097,Female,1,No,No,14,Yes,No phone service,DSL,No,No,Yes,One year,Yes,Mailed check,72.88,1026.08,No
CUS-04098,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,Yes,Electronic check,73.69,3793.5,No
CUS-04099,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.67,4059.32,Yes
CUS-04100,Female,0,Yes,No,27,Yes,No phone service,DSL,Yes,Yes,No internet service,Two year,Yes,Electronic check,105.33,2859.53,No
CUS-04101,Female,0,Yes,No,17,Yes,No,DSL,No,No,Yes,One year,Yes,Bank transfer (automatic),89.64,1573.23,No
CUS-04102,Male,0,Yes,No,41,Yes,Yes,DSL,No internet service,No,Yes,Two year,Yes,Credit card (automatic),100.2,4283.65,No
CUS-04103,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Electronic check,92.14,365.72,Yes
CUS-04104,Male,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Electronic check,48.78,143.28,No
CUS-04105,Male,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,30.08,564.21,No
CUS-04106,Female,0,No,No,41,Yes,No,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Mailed check,89.72,3525.03,No
CUS-04107,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No internet service,Two year,Yes,Credit card (automatic),108.56,4277.44,No
CUS-04108,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),115.85,6723.57,Yes
CUS-04109,Male,0,Yes,Yes,39,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),22.89,866.45,Yes
CUS-04110,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.68,553.35,Yes
CUS-04111,Female,1,Yes,No,36,No,Yes,Fiber optic,No internet service,No,No,One year,Yes,Bank transfer (automatic),79.74,2818.11,No
CUS-04112,Female,0,No,Yes,20,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.92,1054.54,Yes
CUS-04113,Female,1,No,No,29,Yes,No,DSL,No,No internet service,Yes,Month-to-month,No,Electronic check,73.26,2123.08,Yes
CUS-04114,Female,1,Yes,No,68,No,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,63.58,4382.01,No
CUS-04115,Male,0,Yes,No,66,Yes,No,DSL,No internet service,No internet service,No,Two year,No,Electronic check,110.46,7354.78,No
CUS-04116,Male,0,Yes,No,47,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),47.92,2202.74,No
CUS-04117,Male,0,No,No,23,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,35.93,856.2,No
CUS-04118,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,85.31,491.88,Yes
CUS-04119,Female,1,No,No,18,Yes,Yes,Fiber optic,No,No internet service,Yes,Two year,Yes,Electronic check,46.58,796.65,No
CUS-04120,Female,0,No,Yes,53,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),23.57,1203.55,No
CUS-04121,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.15,2207.66,Yes
CUS-04122,Female,0,Yes,No,68,Yes,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),50.46,3530.32,Yes
CUS-04123,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Credit card (automatic),117.25,4213.08,Yes
CUS-04124,Female,0,No,No,9,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),49.2,435.02,Yes
CUS-04125,Male,0,No,No,31,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.57,2366.16,No
CUS-04126,Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No internet service,No,Month-to-month,No,Electronic check,34.11,1523.86,Yes
CUS-04127,Male,0,Yes,Yes,17,Yes,No,DSL,Yes,No internet service,No,Two year,Yes,Mailed check,71.29,1250.72,No
CUS-04128,Female,0,No,No,51,Yes,No,DSL,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.5,2323.3,No
CUS-04129,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),86.22,5884.61,No
CUS-04130,Male,1,No,No,24,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,20.84,508.08,Yes
CUS-04131,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,87.91,1379.85,Yes
CUS-04132,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,69.77,1978.97,Yes
CUS-04133,Female,0,Yes,Yes,3,Yes,No phone service,DSL,No,No internet service,No,Month-to-month,Yes,Electronic check,56.0,162.37,Yes
CUS-04134,Male,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,24.46,686.83,Yes
CUS-04135,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,24.24,1251.74,Yes
CUS-04136,Female,0,No,No,54,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,97.22,5365.09,No
CUS-04137,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer (automatic),92.07,5148.03,Yes
CUS-04138,Male,1,Yes,Yes,45,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,64.57,2816.96,Yes
CUS-04139,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No internet service,No,No,Month-to-month,Yes,Electronic check,18.69,894.99,Yes
CUS-04140,Female,1,No,No,22,Yes,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.31,2112.18,No
CUS-04141,Female,0,Yes,Yes,52,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.56,4274.05,Yes
CUS-04142,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,One year,No,Bank transfer (automatic),25.68,1369.01,No
CUS-04143,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,45.65,1399.36,Yes
CUS-04144,Female,0,No,No,71,Yes,Yes,DSL,No internet service,Yes,No,Month-to-month,Yes,Electronic check,24.78,1687.92,No
CUS-04145,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,104.98,4866.92,No
CUS-04146,Male,0,No,No,31,Yes,Yes,DSL,No internet service,Yes,Yes,Two year,Yes,Mailed check,68.38,2124.0,Yes
CUS-04147,Male,0,No,Yes,4,No,No,Fiber optic,No,No,No,One year,Yes,Electronic check,55.42,213.52,No
CUS-04148,Female,0,No,Yes,35,Yes,No phone service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),81.17,2905.98,No
CUS-04149,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,92.58,5951.83,No
CUS-04150,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No internet service,No,One year,No,Credit card (automatic),83.3,5166.03,Yes
CUS-04151,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No internet service,One year,No,Mailed check,100.88,942.06,No
CUS-04152,Male,1,Yes,No,46,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.44,3574.2,No
CUS-04153,Male,0,No,No,56,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.31,1075.52,Yes
CUS-04154,Male,1,No,No,56,Yes,No phone service,DSL,No,No internet service,No,One year,No,Credit card (automatic),31.61,1708.65,No
CUS-04155,Female,0,Yes,Yes,26,Yes,Yes,DSL,No internet service,No,No,One year,Yes,Credit card (automatic),104.72,2607.67,No
CUS-04156,Female,0,No,No,60,Yes,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Mailed check,30.78,1768.47,No
CUS-04157,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Bank transfer (automatic),79.96,4005.17,No
CUS-04158,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),38.6,2270.86,No
CUS-04159,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),114.05,7068.08,No
CUS-04160,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Electronic check,40.54,2324.06,No
CUS-04161,Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),54.19,165.82,No
CUS-04162,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),95.37,675.38,No
CUS-04163,Female,0,Yes,No,52,Yes,No phone service,DSL,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.81,4295.29,No
CUS-04164,Female,0,No,No,62,Yes,Yes,DSL,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),50.16,3169.01,Yes
CUS-04165,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,One year,No,Electronic check,87.8,172.84,Yes
CUS-04166,Female,0,Yes,No,33,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.99,3809.44,No
CUS-04167,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Electronic check,32.5,403.68,No
CUS-04168,Male,0,No,No,48,Yes,No,DSL,Yes,Yes,No,Two year,No,Credit card (automatic),42.04,1940.89,No
CUS-04169,Female,0,Yes,No,53,Yes,No,DSL,No internet service,No,No internet service,One year,Yes,Credit card (automatic),62.9,3311.18,No
CUS-04170,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.34,1940.39,Yes
CUS-04171,Male,1,No,Yes,58,Yes,No phone service,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Electronic check,49.69,2749.08,Yes
CUS-04172,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,60.9,4334.21,No
CUS-04173,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),96.97,2244.26,Yes
CUS-04174,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Mailed check,53.7,2025.43,No
CUS-04175,Male,1,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,No,No,One year,Yes,Mailed check,43.68,950.2,No
CUS-04176,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.08,4214.46,No
CUS-04177,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),105.17,6145.49,Yes
CUS-04178,Female,0,No,No,13,Yes,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),87.95,1186.71,Yes
CUS-04179,Male,0,Yes,No,22,No,Yes,DSL,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),52.01,1169.88,No
CUS-04180,Male,0,No,No,7,Yes,No,DSL,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),115.22,825.47,No
CUS-04181,Male,0,No,Yes,24,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.08,2182.44,Yes
CUS-04182,Male,0,No,No,61,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),31.83,2034.25,No
CUS-04183,Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),87.46,456.72,No
CUS-04184,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108.58,5419.87,Yes
CUS-04185,Female,0,No,No,62,Yes,No,DSL,No internet service,No,Yes,Two year,Yes,Credit card (automatic),65.3,4201.21,No
CUS-04186,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,90.94,5006.81,No
